location_id,sensors_id,location,datetime,lat,lon,parameter,units,value,city,country
4529,11564,FI00370-4529,2024-01-01T01:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,85.17314,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T02:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,93.59627,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T03:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,42.74164,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T04:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,18.68633,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T05:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,12.85941,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T06:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,9.399217,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T07:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,8.557462,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T08:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,6.169919,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T09:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,5.161882,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T10:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,6.284039,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T11:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,4.429449,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T12:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,5.643972,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T13:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,4.273281,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T14:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,4.059103,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T15:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,5.099018,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T16:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,5.1334,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T17:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,5.774653,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T18:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,5.533997,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T19:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,5.412807,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T20:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,4.219707,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T21:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,3.09276,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T22:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,3.238116,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-01T23:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,3.59417,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-02T00:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,3.156244,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T01:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,21.48936,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T02:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,21.30964,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T03:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,14.09758,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T04:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,9.993929,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T05:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,7.522803,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T06:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,7.293725,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T07:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,7.74271,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T08:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,7.564567,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T09:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,6.493206,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T10:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,5.555699,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T11:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,7.950664,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T12:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,8.195931,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T13:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,7.323496,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T14:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,11.22409,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T15:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,11.15858,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T16:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,13.72698,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T17:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,15.77608,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T18:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,9.662829,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T19:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,7.261886,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T20:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,8.151962,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T21:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,7.56324,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T22:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,5.620784,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-01T23:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,5.119673,Vantaa,Finland
4529,11256,FI00370-4529,2024-01-02T00:00:00+02:00,60.2899499995383,25.03953,no2,µg/m³,4.479915,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T01:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,84.85853,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T02:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,91.4655,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T03:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,42.45187,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T04:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,17.13416,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T05:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,12.09716,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T06:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,9.232414,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T07:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,7.287191,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T08:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,6.36734,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T09:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,5.346842,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T10:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,4.723031,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T11:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,4.928137,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T12:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,4.95359,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T13:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,3.749563,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T14:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,4.557991,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T15:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,5.679669,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T16:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,6.005623,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T17:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,6.8545,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T18:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,5.652942,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T19:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,5.382857,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T20:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,4.545404,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T21:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,2.715407,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T22:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,3.039254,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-01T23:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,3.159506,Vantaa,Finland
4529,11200,FI00370-4529,2024-01-02T00:00:00+02:00,60.2899499995383,25.03953,pm10,µg/m³,3.179771,Vantaa,Finland
4529,11564,FI00370-4529,2024-01-02T01:00:00+02:00,60.2899499995383,25.03953,pm25,µg/m³,3.385288,Vantaa,Finland
