location_id,sensors_id,location,datetime,lat,lon,parameter,units,value,city,country
9287,28188,FI00902-9287,2024-01-01T01:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,22.02139,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T02:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,22.15557,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T03:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,18.76089,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T04:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,13.87321,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T05:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,15.83938,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T06:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,11.76904,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T07:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,10.75603,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T08:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,12.05005,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T09:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,11.82084,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T10:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,15.2587,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T11:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,12.43676,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T12:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,11.94149,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T13:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,12.74121,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T14:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,14.05095,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T15:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,14.58889,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T16:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,14.41608,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T17:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,14.85427,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T18:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,13.93718,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T19:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,18.26927,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T20:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,14.31075,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T21:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,11.82503,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T22:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,12.53925,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-01T23:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,13.69925,Helsinki,Finland
9287,28188,FI00902-9287,2024-01-02T00:00:00+02:00,60.1964399995374,24.95198,no2,µg/m³,9.873487,Helsinki,Finland
9287,28191,FI00902-9287,2024-01-01T01:00:00+02:00,60.1964399995374,24.95198,pm10,µg/m³,29.07264,Helsinki,Finland
